鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
羅東鎮,土地,中華段370地號,173.0,商,,,1081017,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,347,,0.0,0,1.本案建物無保存登記  2.屋主同意承租方於標的物之樓地板打洞作貨梯使用不含頂樓之樓地板 3.屋主須配合承租方申請三項用電之相關資料申請 4.承租方若增加使用面積時有增加房屋稅之部分由承租方補貼,RPOOMLMKJIOFFAG08EC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮豐年路40巷9號,108.0,住,,,1081113,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0670602,150.78,6,2,3,有,無,有,17500,116,,0.0,0,,RPXNMLOKJIOFFAG88CC
宜蘭市,建物,宜蘭縣宜蘭市農權路191巷5之3號4樓,0.0,商,,,1080902,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1001216,33.05,1,0,1,有,有,有,10000,303,,0.0,0,分租套房,RPSNMLTKJIOFFBG98CC
羅東鎮,建物,宜蘭縣羅東鎮安平路26號4樓之1,548.0,商,,,1081121,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870114,48.76,1,1,1,有,無,有,8900,183,,0.0,0,,RPRNMLLLJIOFFAG08CC
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉礁溪路六段35號,705.73,其他,,,1081122,土地1建物1車位0,見其他登記事項,2,店面(店鋪),見其他登記事項,鋼骨鋼筋混凝土造,1060918,634.27,0,0,6,有,無,無,90000,142,,0.0,0,,RPPNMLQLJIOFFBG48CC
蘇澳鎮,土地,南安段1642地號,33.0,住,,,1081125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,303,,0.0,0,含增建或未登記建物。；,RPVOMLRLJIOFFAG56CC
宜蘭市,建物,宜蘭縣宜蘭市女中路三段531號,81.0,住,,,1081104,土地1建物0車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0901030,205.31,3,2,3,有,無,無,23000,112,,0.0,0,,RPUNMLSLJIOFFBG56CC
宜蘭市,建物,宜蘭縣宜蘭市中山路五段222巷43號4F,0.0,工,,,1081108,土地0建物0車位0,四層,6,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0800822,19.02,1,0,1,有,無,有,6900,363,,0.0,0,,RPXNMLSLJIOFFBG86CC
宜蘭市,建物,宜蘭縣宜蘭市慈安路80號4樓之2,0.0,住,,,1081123,土地0建物0車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821214,13.88,1,0,1,有,無,有,6500,468,,0.0,0,使用坪數約4.2坪,RPQNMLTLJIOFFBG88CC
礁溪鄉,建物,宜蘭縣礁溪鄉和平路１０１號,0.0,住,,,1081119,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0960622,191.08,0,0,1,有,有,無,13000,68,,0.0,0,,RPWOMLNJKIOFFBG09EC
礁溪鄉,建物,宜蘭縣礁溪鄉公園北路10號,0.0,,一般農業區,甲種建築用地,1081123,土地1建物0車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0690604,113.84,0,0,2,有,無,無,19000,167,,0.0,0,,RPSNMLPJKIOFFBG78EC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮公正路519號一樓及二樓,395.5,住,,,1081015,土地1建物0車位0,見其他登記事項,2,店面(店鋪),辦公室．飲食店,鋼骨造,0900903,456.11,0,0,2,有,無,無,90000,197,,0.0,0,2019/10/15-2019/11/15為免租金整理期,RPQRMLKKKIOFFAG28CC
宜蘭市,建物,宜蘭縣宜蘭市開興路133號,0.0,,特定農業區,農牧用地,1081210,土地1建物0車位0,見其他登記事項,3,農舍,農舍,鋼筋混凝土造,0960303,548.64,5,6,5,有,無,無,90000,,,0.0,0,,RPXNMLRKKIOFFBG76CC
宜蘭市,建物,宜蘭縣宜蘭市中山路二段68巷1弄12號,0.0,住,,,1081205,土地1建物0車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0600924,90.4,4,2,3,有,無,無,20000,221,,0.0,0,,RPPOMLRKKIOFFBG68CC
羅東鎮,建物,宜蘭縣羅東鎮興東路149巷4號1樓之2,0.0,住,,,1081214,土地0建物0車位0,一層,3,套房(1房1廳1衛),住家用,鋼筋混凝土加強磚造,0641030,10.94,1,1,1,有,無,有,7000,640,,0.0,0,,RPRNMLSKKIOFFAG78CC
羅東鎮,建物,宜蘭縣羅東鎮站東路170巷3號3之2,0.0,住,,,1081213,土地0建物0車位0,三層,3,套房(1房1廳1衛),住家用,鋼筋混凝土造,1030402,37.7,1,1,1,有,無,有,7500,199,,0.0,0,,RPVNMLSKKIOFFAG56CC
宜蘭市,建物,宜蘭縣宜蘭市陽明路131巷93號5F之5,0.0,工,,,1081214,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土加強磚造,0700228,82.57,3,2,2,有,有,有,15000,182,,0.0,0,,RPVNMLKLKIOFFBG58CC
羅東鎮,建物,宜蘭縣羅東鎮公正路497號,0.0,住,,,1081211,土地1建物0車位0,見其他登記事項,3,店面(店鋪),店舖．住宅,鋼筋混凝土造,0970901,284.78,0,0,3,有,無,無,52000,183,,0.0,0,114年4月1日至119年3月31日租金為每月新台幣5萬5千元整.,RPQOMLKLKIOFFAG28EC
宜蘭市,建物,宜蘭縣宜蘭市泰山路104號,0.0,住,,,1081213,土地0建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,0870216,38.81,0,0,0,無,無,無,10000,258,,0.0,0,,RPTNMLKLKIOFFBG48DC
宜蘭市,建物,宜蘭縣宜蘭市大福路二段221號,0.0,住,,,1081212,土地1建物0車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0751030,119.28,3,3,2,有,無,無,12000,101,,0.0,0,,RPUNMLKLKIOFFBG58DC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮興東路205號四樓之2,207.0,商,,,1081224,土地1建物1車位0,四層,9,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841215,40.67,1,1,1,有,無,有,8000,197,,0.0,0,,RPOOMLOLKIOFFAG28CC
