編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUPMLLKNHPFFAH98CC,29,146.48,避難室．人行道．店舖,鋼筋混凝土造,80年2月26日,五層,
RPOQMLLKNHPFFAH48CC,5,115.69,住家用,鋼筋混凝土造,104年7月6日,十五層,
RPOQMLLKNHPFFAH48CC,5,78.68,本共有部分之項目有防空避難室兼停車空間、蓄水池、消防泵浦室、污水兼雨水機房、梯間、停車空間、發電機房、台電配電場所、電信室、水循環機房、垃圾冷藏室、管委會使用空間、車道及水箱、機械室等１５項。,鋼筋混凝土造,104年7月6日,十五層,
RPWPMLLKNHPFFAH56CC,22,74.22,防空避難室．梯間．水箱．停車位．走廊．﹝共同使用﹞,鋼筋混凝土造,87年3月18日,四層,
RPXPMLLKNHPFFAH66CC,25,58.01,住家用,鋼筋混凝土造,83年10月26日,十六層,
RPXPMLLKNHPFFAH66CC,25,.33,共有部份,鋼筋混凝土造,83年10月26日,十六層,
RPXPMLLKNHPFFAH66CC,25,11.60,共有部份,鋼筋混凝土造,83年10月26日,十六層,
RPXPMLLKNHPFFAH66CC,25,9.08,共有部份,鋼筋混凝土造,83年10月26日,十六層,
RPXPMLLKNHPFFAH66CC,25,2.84,共有部份,鋼筋混凝土造,83年10月26日,十六層,
RPPRMLLKNHPFFAH68CC,2,52.08,住家用,鋼筋混凝土造,107年5月29日,十五層,
RPPRMLLKNHPFFAH68CC,2,10.60,共有部份,鋼筋混凝土造,107年5月29日,十五層,
RPPRMLLKNHPFFAH68CC,2,47.02,共有部份,鋼筋混凝土造,107年5月29日,十五層,
RPWOMLLKNHPFFEH86CC,9,3161.33,工廠、工廠（附屬辦公室）,鋼骨造,100年8月18日,二層,
RPROMLMKNHPFFGH76DC,40,124.73,避難、通道、店舖、住宅,鋼筋混凝土造,69年2月14日,三層,
RPPQMLLKNHPFFBH68CC,32,136.62,廠房、宿舍,加強磚造,76年12月28日,二層,
RPXNMLMKNHPFFBH86EC,7,92.76,集合住宅,鋼筋混凝土造,101年11月28日,十二層,
RPXNMLMKNHPFFBH86EC,7,23.56,本共有部分之項目有：蓄水池、梯廳、樓梯間、機械室、水箱等共五項。,鋼筋混凝土造,101年11月28日,十二層,
RPXNMLMKNHPFFBH86EC,7,47.27,本共有部分之項目有：防空避難室兼停車空間、消防泵浦機房、汙水機房、停車空間、台電配電場所、管理員室、緊急發電機房、電信機房、（頂蓋型）廣場式開放空間、門廊、垃圾集中室等共十一項。,鋼筋混凝土造,101年11月28日,十二層,
RPOOMLLKNHPFFHH98CC,12,81.69,住家用,鋼筋混凝土造,97年1月10日,六層,
RPOOMLLKNHPFFHH98CC,12,17.79,共有部份,鋼筋混凝土造,97年1月10日,六層,
RPOOMLLKNHPFFHH98CC,12,52.78,共有部份,鋼筋混凝土造,97年1月10日,九層,
RPQPMLMKNHPFFAH68CC,31,89.00,防空避難室．店舖．住宅，儲藏室．通道,鋼筋混凝土造,78年1月13日,四層,
RPRPMLMKNHPFFAH78CC,25,88.21,住商用,鋼筋混凝土造,84年6月23日,十二層,
RPRPMLMKNHPFFAH78CC,25,47.29,共有部份,鋼筋混凝土造,84年6月23日,十二層,
RPVPMLMKNHPFFAH56CC,21,29.80,住家用,鋼筋混凝土造,88年9月2日,十二層,
RPOQMLMKNHPFFAH58CC,12,113.69,住家用,鋼筋混凝土造,96年10月25日,十五層,
RPOQMLMKNHPFFAH58CC,12,25.32,共有部份,鋼筋混凝土造,96年10月25日,十五層,
RPOQMLMKNHPFFAH58CC,12,49.40,共有部份,鋼筋混凝土造,96年10月25日,十五層,
RPXOMLMKNHPFFEH07CC,5,89.61,住家用,鋼筋混凝土造,104年9月15日,十五層,
RPXOMLMKNHPFFEH07CC,5,42.04,共有部份,鋼筋混凝土造,104年9月15日,十五層,
RPWNMLMKNHPFFGH07CC,25,79.54,住家用,鋼筋混凝土造,84年7月13日,五層,
RPWNMLMKNHPFFGH07CC,25,15.52,共有部份,鋼筋混凝土造,84年7月13日,五層,
RPTNMLNKNHPFFGH86CC,50,104.77,住家用,加強磚造,59年7月15日,二層,
RPQNMLOKNHPFFAH68CC,38,90.18,住家用,鋼筋混凝土造,70年11月24日,五層,
RPUQMLLKNHPFFEH86CC,2,95.54,集合住宅,鋼筋混凝土造,107年3月30日,十三層,
RPUQMLLKNHPFFEH86CC,2,76.64,共有部份,鋼筋混凝土造,107年3月30日,十三層,
RPXNMLOKNHPFFAH76CC,27,59.64,住家用,鋼筋混凝土造,82年8月11日,十六層,
RPXNMLOKNHPFFAH76CC,27,17.09,共有部份,鋼筋混凝土造,82年8月11日,十六層,
